id,type,gender,skin_tone,count,accessories
8307,zombie,male,,2,stringy hair/mustache
8308,human,female,dark,3,knitted cap/black lipstick/horned rim glasses
8309,human,female,light,2,knitted cap/big shades
8310,human,female,dark,3,bandana/eye patch/earring
8311,human,male,medium,2,headband/3d glasses
8312,human,male,dark,3,frown/purple hair/earring
8313,human,male,dark,3,cigarette/muttonchops/top hat
8314,human,female,medium,3,clown nose/mohawk thin/earring
8315,human,male,albino,3,cap/earring/pipe
8316,human,female,light,3,blue eye shadow/half shaved/cigarette
8317,human,male,light,3,luxurious beard/classic shades/cowboy hat
8318,human,male,medium,2,bandana/handlebars
8319,human,male,dark,3,chinstrap/earring/knitted cap
8320,human,female,dark,3,tassle hat/gold chain/rosy cheeks
8321,human,female,medium,2,blue eye shadow/blonde short
8322,human,male,light,3,stringy hair/front beard/regular shades
8323,human,female,light,4,clown nose/frumpy hair/purple lipstick/nerd glasses
8324,human,male,medium,3,luxurious beard/mohawk thin/nerd glasses
8325,human,male,dark,3,buck teeth/earring/clown hair green
8326,human,female,light,4,black lipstick/green eye shadow/mohawk thin/earring
8327,human,male,medium,3,big shades/goat/knitted cap
8328,human,male,dark,3,cigarette/hoodie/gold chain
8329,human,male,medium,2,wild hair/pipe
8330,human,female,light,3,vape/purple lipstick/mohawk dark
8331,human,female,dark,3,bandana/regular shades/earring
8332,human,male,medium,3,peak spike/earring/goat
8333,human,male,medium,2,frumpy hair/vr
8334,human,male,albino,3,muttonchops/fedora/classic shades
8335,human,male,medium,3,bandana/mustache/horned rim glasses
8336,human,male,light,2,clown eyes blue/wild hair
8337,human,male,light,3,crazy hair/smile/small shades
8338,human,male,albino,3,big shades/vape/knitted cap
8339,human,male,medium,3,bandana/earring/mole
8340,human,male,medium,3,goat/pipe/mohawk
8341,human,male,dark,3,muttonchops/earring/shaved head
8342,human,male,light,3,front beard/silver chain/knitted cap
8343,human,male,light,4,cigarette/messy hair/muttonchops/small shades
8344,human,male,albino,4,normal beard black/big shades/earring/clown hair green
8345,human,female,medium,3,black lipstick/green eye shadow/half shaved
8346,human,male,dark,4,cigarette/clown eyes blue/knitted cap/smile
8347,human,female,albino,2,red mohawk/earring
8348,human,male,medium,7,cigarette/buck teeth/classic shades/earring/top hat/big beard/mole
8349,human,female,dark,3,welding goggles/crazy hair/purple lipstick
8350,human,female,albino,2,mole/pilot helmet
8351,human,female,dark,3,mole/mohawk/earring
8352,human,female,dark,3,cap/blue eye shadow/earring
8353,human,male,medium,3,cigarette/luxurious beard/crazy hair
8354,human,female,dark,3,blue eye shadow/hot lipstick/dark hair
8355,human,male,albino,2,cigarette/mohawk
8356,human,female,medium,2,mohawk dark/nerd glasses
8357,human,male,light,4,vampire hair/front beard/clown nose/earring
8358,human,male,medium,2,messy hair/eye patch
8359,human,male,medium,3,hoodie/big shades/front beard dark
8360,human,female,dark,3,gold chain/green eye shadow/stringy hair
8361,human,male,dark,3,police cap/muttonchops/classic shades
8362,human,male,albino,2,messy hair/smile
8363,human,female,light,3,clown eyes green/straight hair/hot lipstick
8364,human,female,dark,3,welding goggles/stringy hair/purple lipstick
8365,human,female,dark,3,wild white hair/3d glasses/cigarette
8366,human,male,light,3,shadow beard/shaved head/eye patch
8367,human,male,medium,3,cigarette/knitted cap/eye patch
8368,human,male,albino,3,earring/clown hair green/3d glasses
8369,human,male,dark,3,hoodie/earring/smile
8370,human,male,dark,2,chinstrap/regular shades
8371,human,male,medium,1,mustache
8372,human,male,dark,3,stringy hair/big shades/chinstrap
8373,human,male,dark,2,mohawk thin/smile
8374,human,female,light,4,wild blonde/purple lipstick/earring/clown eyes blue
8375,human,male,light,3,mohawk thin/earring/regular shades
8376,human,female,light,4,black lipstick/headband/earring/nerd glasses
8377,human,male,dark,3,luxurious beard/do-rag/small shades
8378,human,male,medium,3,clown nose/horned rim glasses/mohawk
8379,human,male,light,3,stringy hair/eye mask/handlebars
8380,human,male,dark,2,earring/vr
8381,human,male,medium,2,bandana/muttonchops
8382,human,male,light,3,cigarette/nerd glasses/crazy hair
8383,human,male,medium,3,mohawk thin/goat/eye patch
8384,human,male,medium,2,mohawk thin/spots
8385,human,male,light,4,frumpy hair/frown/silver chain/mole
8386,zombie,male,,2,classic shades/crazy hair
8387,human,female,light,4,clown eyes green/purple lipstick/earring/blonde bob
8388,human,male,medium,3,classic shades/normal beard/mohawk
8389,human,male,dark,3,cap forward/frown/mustache
8390,human,male,albino,4,stringy hair/frown/nerd glasses/goat
8391,human,male,medium,2,big shades/knitted cap
8392,human,female,light,2,orange side/black lipstick
8393,human,male,medium,3,cigarette/crazy hair/smile
8394,human,female,dark,3,big shades/purple lipstick/blonde bob
8395,human,male,medium,3,silver chain/shaved head/big beard
8396,human,male,dark,2,stringy hair/mole
8397,human,female,medium,2,mole/straight hair dark
8398,human,male,light,3,peak spike/handlebars/pipe
8399,human,female,medium,4,black lipstick/purple eye shadow/frumpy hair/earring
8400,human,female,albino,4,big shades/gold chain/bandana/hot lipstick
8401,human,male,light,3,bandana/handlebars/3d glasses
8402,human,male,light,3,eye mask/big beard/cowboy hat
8403,human,male,light,1,classic shades
8404,human,male,medium,3,hoodie/vape/goat
8405,human,female,light,3,tassle hat/big shades/cigarette
8406,human,female,medium,3,headband/purple lipstick/earring
8407,human,male,light,4,cigarette/fedora/normal beard/vr
8408,human,male,medium,3,cigarette/muttonchops/mohawk dark
8409,human,male,dark,3,muttonchops/shaved head/eye patch
8410,human,male,dark,3,front beard/earring/cowboy hat
8411,human,female,light,2,clown eyes green/clown hair green
8412,human,male,light,4,chinstrap/wild hair/vape/nerd glasses
8413,human,male,dark,2,fedora/smile
8414,human,female,albino,2,wild blonde/purple lipstick
8415,human,male,light,2,stringy hair/clown eyes green
8416,human,female,light,4,tassle hat/blue eye shadow/purple lipstick/earring
8417,human,female,albino,2,mole/wild white hair
8418,human,female,albino,3,green eye shadow/hot lipstick/half shaved
8419,human,female,light,2,mole/blonde short
8420,human,female,medium,2,tiara/cigarette
8421,human,female,albino,3,regular shades/wild hair/purple lipstick
8422,human,male,light,4,cigarette/muttonchops/earring/mohawk
8423,human,male,light,3,normal beard black/earring/knitted cap
8424,human,female,medium,2,bandana/clown eyes blue
8425,human,female,light,4,black lipstick/purple eye shadow/mohawk thin/earring
8426,human,female,light,3,welding goggles/wild blonde/purple lipstick
8427,human,male,dark,4,normal beard black/peak spike/earring/eye patch
8428,human,female,dark,3,blonde short/earring/clown eyes blue
8429,human,male,albino,3,stringy hair/normal beard black/horned rim glasses
8430,human,male,light,3,frown/small shades/mohawk dark
8431,human,female,light,3,clown nose/purple lipstick/blonde bob
8432,human,male,medium,5,cigarette/shadow beard/earring/eye patch/mole
8433,human,male,light,3,mohawk thin/classic shades/mole
8434,human,female,light,3,eye mask/purple lipstick/straight hair dark
8435,human,male,albino,2,nerd glasses/mohawk dark
8436,human,female,dark,2,bandana/horned rim glasses
8437,human,female,medium,2,gold chain/bandana
8438,human,female,dark,4,mole/blue eye shadow/mohawk dark/cigarette
8439,human,female,light,3,messy hair/choker/hot lipstick
8440,human,female,albino,4,eye patch/hot lipstick/half shaved/earring
8441,human,male,albino,3,wild hair/goat/small shades
8442,human,male,medium,2,eye mask/peak spike
8443,human,male,albino,4,cigarette/earring/normal beard/crazy hair
8444,human,male,dark,3,muttonchops/horned rim glasses/shaved head
8445,human,male,medium,4,hoodie/big shades/normal beard/smile
8446,human,male,medium,4,bandana/classic shades/earring/goat
8447,human,female,dark,3,messy hair/gold chain/rosy cheeks
8448,human,male,light,4,frumpy hair/frown/goat/small shades
8449,human,male,dark,2,nerd glasses/mohawk dark
8450,human,female,light,3,headband/hot lipstick/clown eyes blue
8451,human,male,light,3,messy hair/earring/regular shades
8452,human,male,light,2,muttonchops/cowboy hat
8453,human,male,light,3,eye mask/muttonchops/knitted cap
8454,human,female,dark,2,horned rim glasses/straight hair blonde
8455,human,male,dark,3,police cap/muttonchops/clown eyes green
8456,human,female,albino,2,stringy hair/cigarette
8457,human,male,light,3,frumpy hair/normal beard/clown eyes green
8458,human,female,light,3,pipe/eye mask/wild hair
8459,human,male,light,3,big shades/wild hair/earring
8460,human,male,light,3,wild hair/classic shades/normal beard
8461,human,female,medium,3,black lipstick/welding goggles/wild hair
8462,human,male,light,3,bandana/pipe/eye patch
8463,human,male,light,4,bandana/frown/muttonchops/earring
8464,human,male,light,2,frumpy hair/normal beard
8465,human,female,light,3,pilot helmet/purple lipstick/cigarette
8466,human,male,dark,3,handlebars/headband/eye patch
8467,human,female,dark,2,tassle hat/gold chain
8468,human,male,light,3,mohawk thin/gold chain/earring
8469,human,male,light,4,cigarette/purple hair/mustache/small shades
8470,human,female,dark,3,mohawk thin/earring/clown eyes blue
8471,human,male,albino,3,police cap/goat/3d glasses
8472,zombie,male,,2,mohawk thin/small shades
8473,human,male,dark,3,cigarette/crazy hair/3d glasses
8474,human,male,albino,2,cap forward/horned rim glasses
8475,human,male,medium,2,peak spike/mole
8476,human,male,medium,3,stringy hair/cigarette/earring
8477,human,male,medium,2,handlebars/crazy hair
8478,human,male,dark,3,peak spike/muttonchops/vr
8479,human,male,dark,4,clown nose/purple hair/earring/nerd glasses
8480,human,male,medium,3,cigarette/frumpy hair/eye mask
8481,human,male,albino,3,cigarette/headband/small shades
8482,human,male,albino,2,mohawk thin/smile
8483,human,female,dark,4,green eye shadow/frumpy hair/purple lipstick/earring
8484,human,male,light,3,earring/shaved head/regular shades
8485,human,female,medium,4,tassle hat/vape/black lipstick/purple eye shadow
8486,human,male,light,3,police cap/silver chain/nerd glasses
8487,human,female,dark,3,green eye shadow/blonde bob/cigarette
8488,human,male,medium,3,eye mask/peak spike/goat
8489,human,male,dark,2,cap forward/vr
8490,human,male,dark,3,frumpy hair/muttonchops/eye patch
8491,human,male,light,1,chinstrap
8492,human,male,medium,3,frumpy hair/shadow beard/small shades
8493,human,female,dark,3,pipe/tiara/hot lipstick
8494,human,male,medium,3,peak spike/earring/normal beard
8495,human,female,light,4,mole/bandana/purple lipstick/earring
8496,human,female,light,3,gold chain/half shaved/clown eyes blue
8497,human,female,light,3,black lipstick/purple eye shadow/crazy hair
8498,ape,male,,2,top hat/regular shades
8499,human,male,dark,3,hoodie/chinstrap/rosy cheeks
8500,human,male,dark,3,stringy hair/shadow beard/horned rim glasses
8501,human,male,dark,3,handlebars/nerd glasses/do-rag
8502,human,female,albino,3,vape/clown eyes green/frumpy hair
8503,human,male,medium,3,messy hair/muttonchops/nerd glasses
8504,human,male,light,3,goat/crazy hair/eye patch
8505,human,female,dark,2,headband/clown eyes blue
8506,human,female,medium,3,blue eye shadow/medical mask/blonde bob
8507,human,male,dark,3,hoodie/big shades/smile
8508,human,male,light,3,mohawk thin/classic shades/earring
8509,human,female,medium,3,green eye shadow/mohawk thin/purple lipstick
8510,human,male,albino,3,earring/vr/mohawk
8511,human,female,light,2,wild white hair/spots
8512,human,female,dark,3,blue eye shadow/stringy hair/cigarette
8513,human,male,albino,3,wild hair/horned rim glasses/normal beard
8514,human,female,medium,3,horned rim glasses/hot lipstick/straight hair dark
8515,human,male,light,2,hoodie/big beard
8516,human,female,light,3,vape/hot lipstick/straight hair dark
8517,human,male,light,3,bandana/handlebars/eye patch
8518,human,male,dark,3,stringy hair/mustache/regular shades
8519,human,female,dark,2,mohawk/hot lipstick
8520,human,male,light,3,shadow beard/small shades/cowboy hat
8521,human,male,medium,3,luxurious beard/peak spike/big shades
8522,human,male,albino,3,mohawk thin/muttonchops/vr
8523,human,female,light,3,purple eye shadow/crazy hair/earring
8524,human,female,dark,2,blue eye shadow/clown hair green
8525,human,male,light,2,clown nose/police cap
8526,human,female,light,2,classic shades/straight hair dark
8527,human,female,light,2,eye mask/tiara
8528,human,female,light,3,eye mask/black lipstick/stringy hair
8529,human,female,light,3,vr/purple lipstick/blonde bob
8530,human,male,light,3,cigarette/fedora/regular shades
8531,zombie,male,,3,stringy hair/goat/regular shades
8532,human,male,dark,2,buck teeth/top hat
8533,human,female,light,3,half shaved/purple lipstick/nerd glasses
8534,human,male,albino,3,messy hair/normal beard black/vr
8535,human,female,light,3,green eye shadow/dark hair/purple lipstick
8536,human,male,dark,3,shadow beard/shaved head/eye patch
8537,human,female,dark,3,hot lipstick/regular shades/straight hair dark
8538,human,female,light,3,hot lipstick/stringy hair/clown eyes blue
8539,human,female,dark,4,green eye shadow/hot lipstick/earring/blonde bob
8540,human,male,dark,2,normal beard black/mohawk
8541,human,male,medium,3,normal beard/mohawk/regular shades
8542,human,male,medium,2,stringy hair/muttonchops
8543,human,male,medium,3,cap/earring/horned rim glasses
8544,human,female,light,3,black lipstick/earring/mohawk dark
8545,human,male,dark,3,mohawk thin/shadow beard/3d glasses
8546,human,male,dark,2,frown/top hat
8547,human,male,light,4,cigarette/frumpy hair/normal beard black/classic shades
8548,human,female,medium,3,bandana/hot lipstick/clown eyes blue
8549,human,male,albino,1,muttonchops
8550,human,male,light,3,shadow beard/purple hair/3d glasses
8551,human,male,light,3,earring/knitted cap/smile
8552,human,female,medium,3,blue eye shadow/black lipstick/pink with hat
8553,zombie,male,,1,front beard dark
8554,human,male,light,3,gold chain/fedora/earring
8555,human,male,light,2,knitted cap/regular shades
8556,human,female,medium,3,tassle hat/black lipstick/purple eye shadow
8557,human,male,light,4,front beard/eye mask/peak spike/pipe
8558,human,male,medium,3,wild hair/mustache/earring
8559,human,male,dark,3,messy hair/front beard dark/horned rim glasses
8560,human,female,dark,3,black lipstick/horned rim glasses/straight hair
8561,human,male,medium,2,cap forward/rosy cheeks
8562,human,male,dark,2,beanie/earring
8563,human,male,medium,4,cigarette/earring/nerd glasses/crazy hair
8564,human,male,dark,2,cap forward/big beard
8565,human,female,dark,2,blonde short/clown eyes blue
8566,human,female,medium,2,vape/wild blonde
8567,human,male,medium,4,frumpy hair/frown/earring/nerd glasses
8568,human,male,dark,2,shadow beard/vr
8569,human,male,medium,3,cap/nerd glasses/big beard
8570,human,female,albino,3,blue eye shadow/black lipstick/straight hair
8571,human,male,dark,4,bandana/shadow beard/earring/rosy cheeks
8572,human,male,dark,3,cigarette/mohawk/regular shades
8573,human,male,light,2,goat/do-rag
8574,human,male,light,4,cap/silver chain/earring/vr
8575,human,male,dark,2,purple hair/vr
8576,human,female,light,3,pigtails/3d glasses/cigarette
8577,human,female,dark,2,silver chain/wild blonde
8578,human,male,light,2,nerd glasses/normal beard
8579,human,female,light,3,black lipstick/green eye shadow/pink with hat
8580,human,female,dark,4,cap/clown eyes green/purple lipstick/earring
8581,human,male,medium,3,beanie/gold chain/horned rim glasses
8582,human,female,light,3,pipe/clown eyes green/blonde short
8583,human,male,albino,2,front beard/police cap
8584,human,male,light,4,clown nose/muttonchops/earring/mohawk
8585,human,female,medium,3,dark hair/purple lipstick/nerd glasses
8586,human,male,dark,2,clown eyes blue/mohawk thin
8587,human,male,medium,3,wild hair/earring/nerd glasses
8588,human,male,light,3,luxurious beard/headband/small shades
8589,human,female,dark,2,purple eye shadow/pigtails
8590,human,male,dark,2,normal beard black/cap forward
8591,human,male,medium,3,muttonchops/headband/eye patch
8592,human,female,dark,3,mole/big shades/wild blonde
8593,human,male,albino,1,normal beard black
8594,human,male,medium,3,nerd glasses/smile/mohawk
8595,human,female,light,2,vr/mohawk dark
8596,human,male,light,4,cigarette/earring/goat/regular shades
8597,human,male,albino,2,bandana/normal beard
8598,human,male,light,3,big shades/shadow beard/shaved head
8599,human,male,medium,3,normal beard black/crazy hair/pipe
8600,human,female,dark,2,clown eyes green/dark hair
8601,human,male,light,2,purple hair/classic shades
8602,human,female,medium,3,messy hair/purple eye shadow/purple lipstick
8603,human,male,dark,3,stringy hair/normal beard black/big shades
8604,human,female,light,3,blue eye shadow/knitted cap/black lipstick
8605,human,female,light,2,blonde short/cigarette
8606,human,male,medium,3,luxurious beard/gold chain/knitted cap
8607,human,male,dark,2,classic shades/shaved head
8608,human,male,dark,3,cap/smile/medical mask
8609,human,male,light,3,frown/earring/mohawk dark
8610,human,male,medium,4,cigarette/cap forward/eye patch/mole
8611,human,male,medium,3,handlebars/earring/shaved head
8612,human,male,light,2,stringy hair/vr
8613,human,male,dark,3,messy hair/big shades/earring
8614,human,male,medium,4,cap/chinstrap/earring/clown eyes green
8615,human,male,light,3,stringy hair/smile/mole
8616,human,male,medium,3,cap/front beard dark/nerd glasses
8617,human,female,light,4,orange side/pipe/big shades/earring
8618,human,male,light,5,hoodie/muttonchops/earring/medical mask/regular shades
8619,human,male,medium,3,messy hair/shadow beard/classic shades
8620,human,male,light,2,beanie/regular shades
8621,human,female,dark,4,black lipstick/earring/straight hair dark/cigarette
8622,human,male,medium,2,smile/regular shades
8623,human,female,light,3,black lipstick/regular shades/straight hair dark
8624,human,male,light,3,mohawk thin/rosy cheeks/regular shades
8625,human,male,light,2,top hat/mole
8626,human,male,light,3,peak spike/chinstrap/earring
8627,human,male,medium,4,cigarette/muttonchops/earring/do-rag
8628,human,male,medium,2,cap forward/clown eyes green
8629,human,female,dark,2,tassle hat/clown nose
8630,human,female,dark,2,tiara/purple lipstick
8631,human,female,light,3,purple eye shadow/hot lipstick/straight hair dark
8632,human,male,albino,3,wild hair/classic shades/mole
8633,human,male,albino,3,cap forward/gold chain/regular shades
8634,human,male,albino,3,frown/pipe/shaved head
8635,human,female,medium,3,red mohawk/clown eyes green/purple lipstick
8636,human,female,medium,3,clown eyes green/hot lipstick/blonde bob
8637,human,male,dark,3,earring/normal beard/headband
8638,human,female,medium,3,blue eye shadow/silver chain/pink with hat
8639,human,female,medium,1,clown eyes green
8640,human,male,light,2,vampire hair/horned rim glasses
8641,human,male,albino,2,frumpy hair/clown eyes blue
8642,human,male,dark,3,bandana/shadow beard/eye patch
8643,human,male,dark,3,muttonchops/silver chain/wild hair
8644,human,male,dark,2,messy hair/clown eyes blue
8645,human,male,dark,3,front beard/cap/horned rim glasses
8646,human,female,light,3,blue eye shadow/mohawk thin/purple lipstick
8647,human,female,dark,3,horned rim glasses/stringy hair/purple lipstick
8648,human,male,albino,3,mohawk thin/eye patch/mole
8649,human,male,light,3,muttonchops/horned rim glasses/do-rag
8650,human,male,dark,3,messy hair/big shades/shadow beard
8651,human,male,light,4,clown nose/shadow beard/horned rim glasses/cowboy hat
8652,human,male,albino,2,bandana/chinstrap
8653,human,male,medium,3,cigarette/peak spike/mole
8654,human,male,albino,3,gold chain/earring/mohawk dark
8655,human,male,light,3,front beard dark/earring/mohawk dark
8656,human,female,dark,2,mohawk thin/eye patch
8657,human,female,light,2,pipe/mohawk
8658,human,male,albino,4,shadow beard/wild hair/pipe/smile
8659,human,male,light,3,stringy hair/gold chain/shadow beard
8660,human,male,medium,3,front beard/earring/medical mask
8661,human,male,dark,3,shadow beard/horned rim glasses/clown hair green
8662,human,female,medium,2,mole/bandana
8663,human,female,dark,4,cap/black lipstick/eye patch/cigarette
8664,human,male,dark,3,eye mask/luxurious beard/police cap
8665,human,female,dark,2,red mohawk/purple eye shadow
8666,human,male,medium,3,peak spike/earring/eye patch
8667,human,male,dark,3,frown/muttonchops/wild hair
8668,human,male,medium,2,handlebars/wild hair
8669,human,female,light,3,medical mask/dark hair/clown eyes blue
8670,human,female,medium,4,silver chain/green eye shadow/straight hair blonde/purple lipstick
8671,human,male,light,4,cigarette/muttonchops/earring/shaved head
8672,human,male,dark,3,messy hair/clown eyes blue/buck teeth
8673,human,male,medium,3,luxurious beard/earring/crazy hair
8674,human,female,light,4,pipe/wild hair/purple lipstick/earring
8675,human,male,medium,2,clown nose/fedora
8676,human,male,dark,2,fedora/vr
8677,human,male,light,3,cap/rosy cheeks/small shades
8678,human,male,albino,3,stringy hair/muttonchops/eye patch
8679,human,male,light,3,big shades/chinstrap/wild hair
8680,human,female,dark,3,clown nose/blonde bob/cigarette
8681,human,male,light,3,mohawk thin/big shades/normal beard
8682,human,male,medium,4,cigarette/nerd glasses/normal beard/shaved head
8683,human,female,dark,3,mole/wild hair/purple lipstick
8684,human,male,medium,4,vampire hair/muttonchops/earring/horned rim glasses
8685,human,male,light,3,stringy hair/smile/vr
8686,human,male,dark,2,hoodie/gold chain
8687,human,male,dark,3,fedora/classic shades/mole
8688,human,male,albino,2,peak spike/muttonchops
8689,human,male,light,3,cigarette/classic shades/clown hair green
8690,human,male,light,2,pipe/mohawk dark
8691,human,male,albino,2,vampire hair/big shades
8692,human,male,light,3,normal beard black/headband/3d glasses
8693,human,female,light,3,knitted cap/big shades/earring
8694,human,male,light,3,peak spike/earring/small shades
8695,human,male,medium,3,cigarette/earring/mohawk dark
8696,human,male,light,3,vampire hair/big shades/medical mask
8697,human,female,dark,3,black lipstick/mohawk/welding goggles
8698,human,male,albino,3,bandana/luxurious beard/clown eyes green
8699,human,male,light,4,earring/crazy hair/eye patch/mole
8700,human,male,light,5,cigarette/frown/hoodie/classic shades/normal beard
8701,human,male,light,4,clown nose/normal beard black/wild hair/mole
8702,human,female,medium,4,mole/purple lipstick/earring/mohawk dark
8703,human,male,light,2,do-rag/clown eyes green
8704,human,female,light,3,purple eye shadow/straight hair/hot lipstick
8705,human,male,dark,2,purple hair/clown eyes green
8706,human,male,light,3,earring/shaved head/mole
8707,human,male,light,4,vampire hair/shadow beard/earring/small shades
8708,human,male,albino,3,peak spike/mustache/medical mask
8709,human,female,medium,4,green eye shadow/hot lipstick/wild blonde/earring
8710,human,male,dark,3,luxurious beard/horned rim glasses/mohawk
8711,human,male,medium,2,vampire hair/regular shades
8712,human,male,medium,4,front beard/earring/top hat/eye patch
8713,human,male,albino,2,hoodie/horned rim glasses
8714,human,male,light,3,handlebars/horned rim glasses/do-rag
8715,human,male,medium,4,frown/mustache/mohawk/clown eyes green
8716,human,male,light,3,chinstrap/headband/medical mask
8717,human,male,light,4,normal beard black/cap forward/earring/horned rim glasses
8718,human,male,albino,3,wild hair/earring/small shades
8719,human,female,medium,4,tassle hat/blue eye shadow/hot lipstick/earring
8720,human,male,light,3,front beard dark/classic shades/top hat
8721,human,male,light,2,stringy hair/pipe
8722,human,female,light,2,cap/black lipstick
8723,human,female,medium,2,wild blonde/cigarette
8724,human,male,light,2,nerd glasses/clown hair green
8725,human,female,dark,3,blue eye shadow/pink with hat/purple lipstick
8726,human,female,dark,3,vape/black lipstick/clown hair green
8727,human,male,dark,3,cigarette/frumpy hair/handlebars
8728,human,male,light,3,handlebars/nerd glasses/mohawk dark
8729,human,male,dark,3,cigarette/hoodie/nerd glasses
8730,human,male,dark,3,stringy hair/earring/normal beard
8731,human,female,light,3,tiara/hot lipstick/earring
8732,human,female,dark,3,spots/classic shades/dark hair
8733,human,female,dark,2,wild white hair/welding goggles
8734,human,male,medium,3,bandana/eye mask/normal beard black
8735,human,male,albino,2,cap/mustache
8736,human,female,light,2,messy hair/nerd glasses
8737,human,male,light,3,shadow beard/vape/mohawk dark
8738,human,male,dark,2,beanie/clown eyes green
8739,human,male,albino,2,messy hair/regular shades
8740,human,male,medium,3,mohawk thin/earring/eye patch
8741,human,male,medium,4,police cap/earring/horned rim glasses/normal beard
8742,human,female,medium,2,eye mask/cigarette
8743,human,male,medium,2,clown eyes blue/clown hair green
8744,human,female,medium,2,horned rim glasses/clown hair green
8745,human,female,medium,3,black lipstick/purple eye shadow/straight hair blonde
8746,human,female,dark,3,tassle hat/clown eyes green/hot lipstick
8747,human,female,medium,3,blue eye shadow/purple lipstick/straight hair dark
8748,human,male,light,3,mustache/rosy cheeks/headband
8749,human,female,light,3,clown nose/frumpy hair/cigarette
8750,human,female,albino,3,orange side/black lipstick/rosy cheeks
8751,human,male,dark,2,normal beard/do-rag
8752,human,male,dark,2,beanie/regular shades
8753,human,male,medium,5,cap forward/buck teeth/front beard dark/earring/horned rim glasses
8754,human,male,light,3,cap forward/mustache/earring
8755,human,female,medium,2,horned rim glasses/mohawk thin
8756,human,male,light,3,peak spike/rosy cheeks/small shades
8757,human,female,light,3,vape/pigtails/earring
8758,human,male,medium,3,classic shades/earring/mohawk dark
8759,human,female,light,3,big shades/blonde short/earring
8760,human,female,dark,3,wild blonde/regular shades/purple lipstick
8761,human,male,light,4,cigarette/cap/front beard dark/regular shades
8762,human,male,light,3,handlebars/mohawk thin/vape
8763,human,female,dark,2,vape/headband
8764,human,female,dark,3,pipe/green eye shadow/straight hair
8765,human,female,medium,2,horned rim glasses/straight hair dark
8766,human,female,dark,3,pipe/classic shades/blonde bob
8767,human,female,light,4,wild white hair/horned rim glasses/hot lipstick/earring
8768,human,male,dark,3,stringy hair/luxurious beard/vr
8769,human,female,albino,2,mole/mohawk dark
8770,human,male,medium,5,normal beard black/hoodie/earring/clown eyes green/mole
8771,human,female,light,4,straight hair/hot lipstick/classic shades/earring
8772,human,male,light,4,front beard/frown/hoodie/small shades
8773,human,female,dark,4,wild hair/earring/3d glasses/cigarette
8774,human,female,dark,4,black lipstick/straight hair/earring/cigarette
8775,human,female,light,3,pipe/black lipstick/straight hair
8776,human,female,dark,2,green eye shadow/straight hair blonde
8777,human,male,albino,3,cigarette/handlebars/wild hair
8778,human,male,albino,3,frumpy hair/earring/horned rim glasses
8779,human,female,albino,2,tiara/clown eyes blue
8780,zombie,male,,2,frumpy hair/shadow beard
8781,human,male,light,4,frown/big shades/shadow beard/knitted cap
8782,human,female,medium,2,tassle hat/classic shades
8783,human,male,dark,4,cigarette/peak spike/big shades/goat
8784,human,male,medium,4,cap forward/chinstrap/classic shades/earring
8785,human,male,dark,3,beanie/luxurious beard/earring
8786,human,male,light,4,earring/crazy hair/smile/regular shades
8787,human,female,medium,3,vr/earring/blonde bob
8788,human,male,light,3,front beard/bandana/mole
8789,human,male,medium,3,messy hair/silver chain/normal beard
8790,human,female,light,4,pipe/black lipstick/horned rim glasses/wild hair
8791,human,male,dark,3,small shades/big beard/cowboy hat
8792,human,female,medium,4,purple eye shadow/hot lipstick/stringy hair/earring
8793,human,female,medium,2,red mohawk/classic shades
8794,human,male,medium,3,cigarette/purple hair/horned rim glasses
8795,human,female,medium,2,black lipstick/blonde short
8796,human,male,light,3,muttonchops/crazy hair/vr
8797,human,female,dark,4,black lipstick/half shaved/clown eyes blue/cigarette
8798,human,male,dark,3,messy hair/front beard dark/vape
8799,human,male,dark,2,hoodie/goat
8800,human,female,albino,3,red mohawk/purple eye shadow/earring
8801,human,male,dark,2,top hat/smile
8802,human,female,albino,4,mole/clown eyes green/earring/blonde bob
8803,human,male,medium,3,frown/chinstrap/cowboy hat
8804,human,female,dark,3,vape/big shades/wild white hair
8805,human,female,medium,3,gold chain/pilot helmet/purple lipstick
8806,human,male,dark,3,shadow beard/knitted cap/small shades
8807,human,female,dark,3,cap/purple lipstick/clown eyes blue
8808,human,male,light,3,bandana/normal beard black/vr
8809,human,female,dark,2,stringy hair/rosy cheeks
8810,human,female,dark,3,mohawk thin/classic shades/purple lipstick
8811,human,male,medium,3,vampire hair/buck teeth/handlebars
8812,human,male,dark,3,frown/earring/shaved head
8813,human,female,dark,3,cap/horned rim glasses/hot lipstick
8814,human,female,light,3,purple eye shadow/stringy hair/earring
8815,human,male,albino,2,stringy hair/mole
8816,human,male,light,3,wild hair/earring/normal beard
8817,human,male,dark,3,earring/normal beard/mohawk dark
8818,human,female,albino,3,mohawk/medical mask/earring
8819,human,male,medium,2,medical mask/do-rag
8820,human,male,medium,2,eye mask/mohawk thin
8821,human,male,medium,3,wild hair/earring/big beard
8822,human,female,dark,3,tassle hat/hot lipstick/3d glasses
8823,human,male,medium,3,stringy hair/normal beard black/small shades
8824,human,male,light,3,frumpy hair/nerd glasses/normal beard
8825,human,male,dark,4,luxurious beard/mohawk thin/earring/nerd glasses
8826,human,male,medium,2,mohawk thin/chinstrap
8827,human,male,light,3,clown nose/wild hair/earring
8828,human,male,medium,3,clown eyes blue/hoodie/normal beard
